Student.ID,Grade,Gender,Race,Ethnicity.Hispanic.Y.N,ELL,Sped,Homeless,Free.Lunch,Migrant,Current.GPA,Number.of.Classes.Enrolled.in.for.the.school.year,Tracking.Pathway
4330,9,F,C,Hispanic,Y,N,N,Y,N,3.333,7,NA
9808,9,F,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
8891,10,F,C,Hispanic,Y,N,N,Y,N,1,7,NA
6454,10,M,C,Hispanic,Y,N,N,Y,N,1.778,7,NA
5925,10,F,C,Hispanic,Y,N,N,Y,N,2.278,7,NA
5419,12,F,C,Hispanic,N,N,N,Y,N,3.913,7,NA
7296,11,F,C,Hispanic,Y,N,N,Y,N,3.433,7,NA
9889,9,F,C,Hispanic,Y,N,N,Y,N,2.667,7,NA
4068,12,F,C,Hispanic,Y,N,N,Y,N,3.543,7,NA
5643,11,M,C,Hispanic,Y,N,N,Y,N,2.741,7,NA
3705,12,M,C,Hispanic,Y,N,N,Y,N,2.553,7,NA
6059,12,F,C,Hispanic,Y,N,N,Y,N,3.196,7,NA
3519,12,F,C,Hispanic,N,N,N,Y,N,3.87,7,NA
5598,10,F,C,Hispanic,Y,N,N,Y,N,1.778,7,NA
701,12,F,C,Hispanic,Y,Y,N,Y,N,2.773,7,NA
7176,10,M,C,Hispanic,Y,Y,N,Y,N,2.625,7,NA
919,10,F,C,Hispanic,Y,N,N,Y,N,1.474,7,NA
274,9,M,C,Hispanic,Y,N,N,Y,N,2.333,7,NA
2673,12,M,C,Hispanic,Y,N,N,Y,N,1.191,7,NA
4839,9,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
731,9,F,C,Hispanic,Y,Y,N,Y,N,3,7,NA
8353,9,M,C,Hispanic,Y,N,N,Y,N,1.333,7,NA
4473,12,M,C,Hispanic,Y,Y,N,Y,N,1.07,7,NA
7325,10,M,C,Hispanic,Y,N,N,Y,N,1.2,7,NA
7132,11,M,C,Hispanic,Y,N,N,Y,N,3.031,7,NA
8797,10,F,C,Hispanic,N,N,N,Y,N,3.875,7,NA
2348,10,M,C,Hispanic,Y,N,N,Y,N,1.353,7,NA
9699,11,M,C,Hispanic,Y,N,N,Y,N,2.969,7,NA
5332,12,F,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
3645,11,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
1355,9,F,C,Hispanic,Y,N,N,Y,N,1,7,NA
7528,12,F,C,Hispanic,Y,N,N,Y,N,2.174,7,y
2985,12,F,C,Hispanic,Y,N,N,Y,N,2.304,7,NA
3957,11,M,C,Hispanic,Y,N,N,Y,Y,1.818,7,NA
6188,12,F,C,Hispanic,N,N,N,Y,N,1.75,7,NA
2604,9,M,C,Hispanic,N,N,N,Y,N,2,7,NA
3838,11,M,C,Hispanic,Y,N,N,Y,N,1.281,7,NA
5807,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
2796,9,M,C,Hispanic,N,N,N,Y,N,1,7,NA
1684,11,M,C,Hispanic,Y,N,N,Y,N,1.938,7,NA
866,12,F,C,Hispanic,N,N,N,Y,N,2.262,7,NA
2958,10,M,C,Hispanic,Y,N,N,Y,N,2.722,7,NA
7051,10,M,C,Hispanic,Y,N,N,Y,N,1.211,7,NA
6386,10,M,C,Hispanic,N,N,N,Y,N,3.25,7,NA
2231,9,F,C,Hispanic,Y,N,N,Y,Y,2.667,7,NA
6810,11,M,C,Hispanic,Y,N,N,Y,N,2.188,7,NA
6381,9,M,C,Hispanic,Y,N,N,Y,N,1.667,7,NA
7327,9,M,C,Hispanic,N,Y,Y,Y,N,3,7,NA
5654,11,M,C,Hispanic,Y,N,N,Y,N,1.375,7,NA
7373,11,F,C,Hispanic,Y,N,N,Y,N,3.485,7,y
3569,11,F,C,Hispanic,Y,N,N,Y,Y,1.75,7,NA
7182,11,F,C,Hispanic,N,N,N,Y,N,3.941,7,NA
8572,10,F,C,Hispanic,Y,Y,N,Y,N,2.25,7,NA
5888,10,F,C,Hispanic,Y,N,N,Y,N,2,7,y
1442,9,M,C,Hispanic,Y,N,N,Y,N,3,7,NA
929,12,F,C,Hispanic,Y,N,N,Y,N,2.122,7,NA
4736,11,M,C,Hispanic,Y,N,N,Y,N,1.868,7,NA
7795,10,F,C,Hispanic,N,N,N,Y,N,2.261,7,NA
2479,11,M,C,Hispanic,N,N,N,Y,N,1.359,7,NA
2650,11,F,C,Hispanic,N,Y,N,Y,N,1.469,7,NA
1071,11,M,C,Hispanic,N,N,N,Y,N,2.143,7,NA
8043,10,F,C,Hispanic,N,N,N,Y,N,2.438,7,NA
3230,10,F,C,Hispanic,N,N,N,Y,N,2.438,7,NA
4379,11,M,C,Hispanic,Y,N,N,Y,N,2.9,7,NA
2079,12,M,C,Hispanic,N,N,N,Y,N,3.667,7,NA
4121,12,F,C,Hispanic,N,N,N,Y,N,3.756,7,NA
3950,11,M,C,Hispanic,Y,N,N,Y,N,3.824,7,NA
1786,11,M,C,Hispanic,Y,N,N,Y,N,3.824,7,NA
5077,9,M,C,Hispanic,Y,Y,N,Y,N,1,7,NA
4702,11,F,C,Hispanic,Y,N,N,Y,N,1.764,7,NA
4392,9,F,C,Hispanic,Y,N,N,Y,N,2,7,NA
2332,9,M,C,Hispanic,Y,N,N,Y,N,3.333,7,NA
9481,10,F,C,Hispanic,Y,N,N,Y,N,2.412,7,NA
5337,12,F,C,Hispanic,Y,N,N,Y,N,3.2,7,NA
6708,12,F,C,Hispanic,N,N,N,Y,N,2.17,7,NA
791,11,M,C,Hispanic,N,Y,N,Y,N,1.624,7,NA
1496,10,M,C,Hispanic,N,N,N,Y,N,3.188,7,NA
3652,9,F,C,Hispanic,N,N,N,Y,N,NA,7,NA
3245,11,M,C,Hispanic,Y,N,N,Y,N,1.353,7,NA
942,10,M,C,Hispanic,Y,N,N,Y,N,2.381,7,NA
9150,9,M,C,Hispanic,N,N,N,Y,N,3,7,NA
3569,9,M,C,Hispanic,Y,Y,N,Y,N,NA,7,NA
3879,9,F,C,Non Hispanic,N,N,N,Y,N,2,7,NA
7307,9,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
6368,10,M,C,Hispanic,Y,N,N,Y,N,1.875,7,NA
3623,10,F,C,Hispanic,Y,N,N,Y,N,1.778,7,NA
4446,9,M,C,Hispanic,N,Y,N,Y,N,NA,7,NA
3469,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
7454,10,M,C,Hispanic,Y,N,N,Y,N,1.529,7,NA
2471,10,M,C,Hispanic,Y,N,N,Y,N,2.222,7,NA
5714,12,F,C,Hispanic,N,N,N,Y,N,2.478,7,NA
3007,11,F,C,Hispanic,Y,N,N,Y,N,2.6,7,NA
8697,11,M,C,Non Hispanic,N,N,N,Y,N,3.519,7,NA
8269,10,F,C,Non Hispanic,N,N,N,Y,N,3.737,7,NA
4629,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
177,9,M,C,Hispanic,Y,N,N,Y,N,0,7,NA
4962,9,F,C,Hispanic,N,N,N,Y,N,2,7,NA
4764,9,F,C,Hispanic,Y,N,N,Y,N,NA,7,NA
4401,9,F,C,Non Hispanic,N,N,N,Y,N,3,7,NA
5042,11,F,C,Hispanic,Y,N,N,Y,N,2.882,7,NA
8290,12,M,C,Hispanic,N,N,N,Y,N,1.94,7,NA
3832,10,F,C,Non Hispanic,N,N,N,Y,N,3.517,7,NA
5667,10,F,C,Hispanic,Y,N,N,Y,N,3.385,7,NA
8145,10,M,C,Hispanic,N,N,N,Y,N,1.462,7,NA
6358,11,F,C,Hispanic,Y,N,N,Y,N,3.613,7,NA
3467,9,M,C,Hispanic,Y,N,N,Y,N,2,7,NA
6646,10,M,C,Hispanic,Y,N,N,Y,N,3.154,7,NA
721,11,F,C,Hispanic,Y,N,N,Y,N,3.68,7,NA
2731,9,M,C,Hispanic,Y,N,N,Y,Y,1,7,NA
3359,9,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
5912,10,M,C,Hispanic,Y,N,N,Y,N,2.2,7,NA
2621,9,M,C,Hispanic,Y,N,N,Y,N,0,7,NA
3590,9,M,C,Hispanic,Y,N,N,Y,N,1,7,NA
1321,9,F,C,Hispanic,N,N,N,Y,N,1,7,NA
8947,10,F,C,Hispanic,Y,N,N,Y,N,3.238,7,NA
7241,11,F,C,Hispanic,N,N,N,Y,N,3.944,7,NA
3333,9,M,C,Hispanic,Y,N,Y,Y,N,3,7,NA
6658,10,M,C,Hispanic,Y,N,N,Y,N,2.25,7,NA
3673,10,F,C,Hispanic,N,N,N,Y,N,3.481,7,NA
6660,9,F,C,Hispanic,Y,N,N,Y,N,NA,7,NA
8756,12,F,C,Hispanic,N,N,N,Y,N,1.703,7,NA
7891,9,M,C,Hispanic,N,N,N,Y,N,0.9,7,NA
2445,9,F,C,Hispanic,Y,N,N,Y,N,1.846,7,NA
9050,9,M,C,Hispanic,N,N,N,Y,N,3.345,7,NA
